"[0.09087886661291122,0.0960862934589386,0.0979204997420311,0.10798419266939163,0.10041022300720215,0.10240615904331207,0.10755206644535065,0.09443821012973785,0.10282031446695328,0.09950315952301025]"
"[0.09845549613237381,0.07500255852937698,0.10174629092216492,0.12976880371570587,0.09967747330665588,0.07630124688148499,0.1042492687702179,0.09245052933692932,0.10787107795476913,0.1144772544503212]"
"[0.11255350708961487,0.0880674198269844,0.09995522350072861,0.11478493362665176,0.09809232503175735,0.09302830696105957,0.10114036500453949,0.09077993035316467,0.10413135588169098,0.09746657311916351]"
"[0.08740339428186417,0.09606782346963882,0.09417437016963959,0.12561018764972687,0.10719069093465805,0.1182279959321022,0.11681672930717468,0.05921821668744087,0.11566388607025146,0.07962670177221298]"
"[0.10350113362073898,0.08663715422153473,0.09168387204408646,0.0961674228310585,0.09991138428449631,0.09246454387903214,0.13623064756393433,0.07762143760919571,0.0998728945851326,0.11590951681137085]"
"[0.0854722261428833,0.07572001218795776,0.14070594310760498,0.09853214025497437,0.1174621433019638,0.0747196301817894,0.11606262624263763,0.09470104426145554,0.09817889332771301,0.09844538569450378]"
"[0.07313718646764755,0.12110119313001633,0.09976119548082352,0.10902882367372513,0.09096262603998184,0.10847029089927673,0.1012817844748497,0.05170285329222679,0.11581473052501678,0.12873932719230652]"
"[0.038806766271591187,0.037416011095047,0.06405557692050934,0.20765884220600128,0.1567188948392868,0.07168593257665634,0.06712084263563156,0.08099360018968582,0.18764564394950867,0.08789782971143723]"
"[0.05008431524038315,0.04155365377664566,0.06516244262456894,0.11609409004449844,0.20709538459777832,0.07557593286037445,0.08660165965557098,0.0805511623620987,0.10060526430606842,0.17667610943317413]"
"[0.10509427636861801,0.14760565757751465,0.12030920386314392,0.0796852558851242,0.054727595299482346,0.1300959289073944,0.08258185535669327,0.035302527248859406,0.20314016938209534,0.041457649320364]"
"[0.0458795465528965,0.029291989281773567,0.06759888678789139,0.056884393095970154,0.20565317571163177,0.06103866547346115,0.06664564460515976,0.11801548302173615,0.17632998526096344,0.17266225814819336]"
"[0.04434730485081673,0.06200478598475456,0.05354638770222664,0.04808583855628967,0.13488371670246124,0.08122972398996353,0.0621003620326519,0.06607381999492645,0.28522804379463196,0.1625000238418579]"
"[0.6196891665458679,0.003727925708517432,0.043642107397317886,0.03353797644376755,0.016897039487957954,0.0676124319434166,0.13062675297260284,0.04136201739311218,0.023200498893857002,0.01970413513481617]"
"[0.04304616153240204,0.11550679057836533,0.10347703844308853,0.3393104374408722,0.012074102647602558,0.1272728443145752,0.13348868489265442,0.02000664360821247,0.08600460737943649,0.019812721759080887]"
"[0.027647007256746292,0.28626298904418945,0.038506124168634415,0.023966718465089798,0.030538782477378845,0.07683124393224716,0.08451429754495621,0.01677405647933483,0.3751041889190674,0.03985459730029106]"
"[0.006861460395157337,0.08017611503601074,0.051329147070646286,0.09036079049110413,0.02579091489315033,0.02284809947013855,0.018369821831583977,0.30247288942337036,0.2682158946990967,0.13357487320899963]"
"[0.008420387282967567,0.020513631403446198,0.13239777088165283,0.23076152801513672,0.14055031538009644,0.09715911746025085,0.03528150916099548,0.08484973013401031,0.10520759969949722,0.1448584794998169]"
"[0.11058646440505981,0.01656697504222393,0.2941226661205292,0.005716121289879084,0.08749228715896606,0.04676912724971771,0.08677776902914047,0.01258622296154499,0.2885119318962097,0.050870414823293686]"
"[0.02534063719213009,0.16620704531669617,0.43376418948173523,0.03552700951695442,0.02869139425456524,0.06041951850056648,0.18122021853923798,0.005019011441618204,0.04741741716861725,0.016393514350056648]"
"[0.0026265732012689114,0.0019327218178659678,0.007623155135661364,0.008847303688526154,0.42394211888313293,0.015287243761122227,0.007899263873696327,0.038983337581157684,0.058490317314863205,0.43436795473098755]"
"[0.003493145341053605,0.0007933455635793507,0.009253869764506817,0.0010988319991156459,0.8659451603889465,0.004338281694799662,0.00699200201779604,0.01036425307393074,0.007220105268061161,0.09050103276968002]"
"[0.006976137403398752,0.017367836087942123,0.034468118101358414,0.06797896325588226,0.08342977613210678,0.07573530822992325,0.04451780766248703,0.012841681018471718,0.5283156037330627,0.1283687949180603]"
